Facies,LDA_0,LDA_1,LDA_2,LDA_3,LDA_4
6,3.4048855913866993,0.32654807722487106,0.6121323673675683,-0.29395398457088595,0.5455272891353714
6,3.2067488369269355,0.1907386106216766,0.5609216136778155,-0.35819347507937666,0.5734464543671504
6,2.5729853848267368,0.34539112349828377,0.3658729594764611,-0.5382991504242668,0.4864865916303745
6,2.2398911858990926,0.4369628506351624,0.28587389600537966,-0.36429600727022365,0.032829638986913184
6,1.9278128423108813,0.537838775068648,0.13801381398524515,-0.07714208164823519,-0.047728312653885205
6,1.6586132584479159,0.6076082074091771,0.2471565029025075,0.21857814122611757,0.2756986306804292
6,1.541990093112067,0.6328773645348235,0.8995772170675074,0.6955513342842685,0.9190403817500697
6,0.9771358557821299,0.9242412862278231,1.2668065509787305,0.8106262231467941,1.3134633606444484
6,1.1138946256748843,0.928640063478684,1.5885431909569345,0.8454319645823463,1.3935617744339486
6,1.1462201798206664,1.1726710512893164,1.3260367678410259,0.7985497053832833,0.957587422235935
6,1.5686858353602395,1.095365299338149,0.7694734447581093,0.6526352364394837,0.6007027885697334
6,2.1641813431453163,0.7379475388608643,0.35735713498615745,0.7161379488358566,0.38459624886325583
6,2.86359751050157,0.20326155306056776,0.1821367120806475,0.9648183886689153,-0.01002562980217672
6,2.99880320628368,-0.21978019270884064,0.07636708426442217,0.9755817790094622,-0.06089689385904911
6,3.117532231258632,-0.7802860837940466,1.1929789873193097,1.323867365964597,-0.35439140659758783
3,0.3667383761370461,0.21194266620672936,1.8652381838725862,0.6769606514668232,-0.8404772899015993
3,-1.0457989706113193,0.627130433475672,2.9574113808932574,0.1587484478379838,0.10666639376823041
3,-1.9856908137273124,0.9852522411167781,2.7030934561114837,-0.10728048634508193,0.6234046453098212
3,-2.1270541814604336,0.9942710806287026,1.4422017781016367,-0.24753110096607603,0.9303061989360756
3,-1.8113969057911548,0.7541066436283423,0.2556656877640243,0.08146686095897906,0.7026799971585682
2,-1.0589124691186413,0.26276181665339576,0.015534991326347409,0.3769262787293312,1.3382044318801114
2,-0.06454117313804024,-0.25987742469887604,0.4026465630527461,0.6949281198323232,1.6742263720700548
2,-0.05941970530064937,-0.2528889390930986,0.5381863482132113,0.5746067896546538,1.8488730087288079
2,-0.44605691333547864,0.018104136037799406,0.1910089852674072,0.24657499274477743,1.9848805671633452
2,-0.6094610656486322,0.183516260753143,0.37966310993763125,0.707988182006396,1.7361175747609383
2,-0.7056486050666528,0.12749173695170493,0.5446990246371564,0.7227319957045218,1.9386058844792466
2,-0.9133639320238314,0.08903345746766347,0.5429984921339771,0.6851955537389092,1.9984483269904947
2,-0.9344267029285233,-0.08666548052645569,0.2730991417784685,0.6139799161722707,1.5149976563783356
2,-0.9568343987646712,-0.25410409426040376,0.3418692305595937,0.5183431142059889,1.0191032627359635
3,-0.7658978691693878,-0.5646099453719347,1.1961962077220807,0.3749443974102289,0.3366801706571697
3,-1.2216289523978026,-0.359426461643441,1.7484683100175342,0.4703614818135376,0.344626357516649
3,-1.2493631739476974,-0.2409239450081494,1.630858232076151,0.6845488788015522,0.7645674611075477
3,-1.6377977788226306,0.13771994225077727,0.995831690056499,0.8252859337921344,1.4367837079783405
3,-1.4694085949244615,0.11211669013581002,0.9879111583020699,0.8878479155428617,1.415979325173408
3,-1.3448126530031737,-0.019822544705342147,1.2631634697308867,0.7955230847326518,1.065203015260705
2,-1.143676606888097,-0.33777173425163337,0.9102232346773559,0.30737425724588313,-0.051569254848066556
2,-1.2740977694261206,-0.41900876138490545,0.47870780780989675,0.19022510956367886,-0.6497520516434437
2,-1.9506206414510041,-0.17501881339455608,-0.3283697722194439,0.19718608535812343,-0.14652602675954848
2,-2.269176760363419,-0.10871241925304934,-0.41992280255144715,0.4926851398807991,0.3642883659118406
2,-2.055078088909819,-0.46159656880059535,-0.3601950321919554,0.3189897013891918,0.40822247277788376
2,-1.982460572786584,-0.7552037422598072,-0.5133461539971508,0.21973048927694286,0.21201433687330146
2,-1.9430128663848565,-0.9644017389837842,-0.6272633216979765,0.12045913614309381,0.16097188187065298
2,-1.8037612160128247,-1.0555395871199975,-0.6416249666065117,0.352370227873019,-0.10760069377025056
2,-1.7743400541831165,-1.0292110046645857,-0.806628513979352,0.37928114970066823,-0.1974516696121568
2,-1.3859909417460585,-1.1247936778105416,-1.1342081067894727,0.39402380865734554,-0.16977097373796832
2,-1.2515806595817554,-0.9564775733812391,-0.8741543974746401,0.8130120458433596,-0.02977391620392398
3,-0.7152746993896474,-1.036354868810384,0.17537551710635246,0.9943602453860374,0.23529891018139013
3,-1.0601831037373697,-0.7103525005968504,0.9196011919274403,0.512882022473042,0.3393147256043093
3,-1.1393654655684768,-0.4654402079932531,0.823106349805769,0.32366956295279553,-0.15436024028901307
3,-1.2469291135769283,-0.14317713386811076,-0.09508688113631644,0.1049608993937861,-0.3057000703746836
3,-1.2057015604926178,0.20859491865414753,-0.5433623355551271,0.5690547531777322,0.286098913575694
3,-0.6706917385094956,-0.0640357925310502,0.4275982972266603,0.7110489223711387,0.5223663611887717
3,-0.96081584570173,-0.08121272388941954,2.3801490660012434,0.4290578306112801,0.9048399362822256
5,-1.2785155491326026,0.29749960812940324,2.4258333047667646,-0.5089231090477909,0.658860053767871
5,-0.7840175297392543,0.3395587350796836,0.040613100306946176,-1.0675912935117675,0.6119281386325696
5,-0.11326523499289698,0.40504312292191647,-1.2421478013409553,-0.6945221299054881,0.6614987337710746
5,1.3296766330078549,0.07128380687432162,-0.6871920105891567,0.1464838957473983,1.2603491091685468
8,1.7834372914016476,0.1458585206586047,-0.5295801963418415,-0.02819735640971867,1.4325455157429465
8,1.9927697741586041,0.5994985614681694,-0.4864380859050777,-0.4662648031630762,1.213572492165694
8,2.1429391061871503,1.158593326153885,-0.4292395605730539,-0.830172544788768,1.106156679490533
8,3.141328049702604,1.3095892217911715,0.1076815616970846,-0.7756177420540402,1.0383702374015582
8,3.781707623090261,1.827521285146791,0.6090733285435407,-0.8249214173884228,1.2411538791161776
8,4.658378684524283,2.0483269025826596,1.2604577934258918,-0.6881013152012634,1.421022571923955
8,5.089357994923842,2.067548126458371,1.5239524813132908,-0.7671553982428961,1.440623294782764
6,4.925405510967461,2.251387005435716,1.6614153357924228,-0.6141137568065228,1.1395596031274156
6,4.643478491140118,2.5065753869942684,1.7336040409591889,-0.4711553491683955,0.6545518518027522
6,4.2188071653112935,2.7647197355559046,1.675762784576806,-0.3693166945646792,0.704771400352111
6,4.178964858735084,2.5321900584327155,1.5375735506757249,-0.38140037112286895,0.7329489623409645
6,4.1950054701703685,2.0965416604653204,1.4027370085943285,-0.2016794151615924,0.7465763007609674
6,4.071757199835215,1.5113464026088768,1.1116592695892689,-0.09762409965706369,0.640093571722893
6,4.073091328814964,0.7388954363319323,1.0718630362004629,0.4974247038883611,0.36257454439543524
3,2.4907775577319358,0.8212358298918395,0.4452318056684364,0.6880357387144477,0.08784715995837436
3,1.3904005889153654,0.773466908520853,0.4842490881802373,0.693796092655253,0.3139498458720188
3,-0.0510589172937507,1.1757755834350925,0.7524172271933629,0.5860678772690797,0.7758744535329078
3,-0.7488972080306668,1.2915644744337407,1.1482209769461258,0.75448452135619,0.752676715038709
2,-1.0416555785061308,1.1725960890082257,0.5638099458724047,0.7149524602882336,0.5201396780045247
2,-1.0929162627494602,0.8875306921908387,-0.3808298827101472,0.47735392232043633,0.4842363836822459
2,-0.8982894221173034,0.5014438732854568,-0.7134454140640688,0.7117159044294307,0.5416957987704615
2,-1.006782013636207,0.31668689948501316,-0.266542216847614,0.8196374191279343,1.103771703322983
2,-0.8201724458540413,0.06309105060835156,0.8187183068823395,1.1184328434247355,1.5003551294495847
3,-1.0659582082761185,0.14692720250831634,1.6244825297886853,1.503510787786612,1.470570532763957
3,-1.0769260406183534,0.10758007800452025,1.8121641541791338,1.4529331820487303,1.5334781896630654
3,-1.0673172329427278,0.08641918809250451,1.2877224106392597,1.3180017953522118,1.210890830854849
3,-1.1074187260234354,0.08006468936424671,0.7945647924295514,1.1588363773362749,1.0859213411231192
3,-0.9233414364676169,-0.02350134688564255,0.48858440725939584,1.2987021533386862,0.8905241746072167
3,-0.954062560543388,-0.07285688268321372,0.09509538702203368,0.9533453745946259,1.0196729739558208
2,-0.45489052677982167,-0.2437876922897939,0.13770230077460135,1.2089996143428905,0.7860695342514916
2,-0.10973791546506008,-0.40883522529590927,0.021368859334221335,0.7989929761589252,0.9933176745960642
2,0.2102500901974716,-0.38358943579737126,0.20368762932849768,0.8875656906034451,1.0760324476986571
2,0.5335270245533719,-0.4014482607765095,0.13921174442079806,0.7750060031995725,0.9057918868941126
2,0.6912595822465749,-0.40242647516410046,-0.14687995486233688,0.6892622796224286,0.6287294408923754
2,0.6478858001048063,-0.37327477688209976,-0.496375655210225,0.6521647463211532,0.29295357735244293
2,0.5043087391231843,-0.4599827183811892,-0.6823967241760652,0.5311529915030637,0.309646569294833
2,0.07984000399436841,-0.4612010615558074,-0.5966146808918414,0.5682726757861796,0.2883324933301528
2,-0.4795081257811096,-0.3582531087033609,-0.053982070965414394,0.6042569576089667,0.039345707632026376
3,-0.22945954336431532,-0.8780300596826304,1.2335527430235442,0.014765355520533496,-0.24779501262208023
3,-0.5542721262571013,-1.1397949983132718,2.785967015822096,-0.9735517780666734,-1.0596453316369445
3,-0.9291784588420176,-0.9493966714175046,3.5042993767200743,-1.3516716024851945,-0.5053908046225586
3,-0.9127901634396713,-0.7522944218371687,1.9488534703629878,-1.5913703162501904,-0.9530519253258793
7,-1.0714626309827486,-0.07529781223080385,-0.6756664642789878,-0.9264076706959082,-0.1096469566960746
7,0.11914168735703089,-0.2625781307748362,-2.1945047656110237,-0.504884662825467,0.011469415856467694
7,2.1854268349065498,-0.9297306040749632,-1.4428874615955354,0.036546499420208545,0.847036338175163
8,3.475320558315229,-1.065653634172658,-0.46188432733275114,0.2963213749355794,1.122098807979054
8,4.171008523529582,-0.8089348033405025,0.30803415804642975,0.3308181431676104,1.416451377654676
8,4.556101001065993,-0.32946880641420756,0.854644581846161,0.06528314339491585,1.5122013184901388
8,4.620179092295418,0.31354688123792174,1.185615011395871,-0.27090505536193865,1.6178198889501763
8,4.29102163766361,0.8318365313568857,1.1814552704508254,-0.4638954422843586,1.4251191034296964
8,4.108149074284289,0.9609555220120695,1.1836451486453934,-0.40560932534847005,1.3413131978128534
8,4.0896748469324535,0.8544914340138875,1.099977864180045,-0.285249332642745,1.1371035528489049
8,3.8007065144279517,0.8549488873346276,0.9453968171801251,-0.07390485454038558,1.059730519546413
8,3.6349947496828148,0.7002042547775542,0.9070077007731573,0.23664422516959857,0.9325766295104946
8,3.218343544506452,0.5967884267761246,0.7115263627519423,0.26529818952780804,0.893851310833137
6,3.3670182199958307,0.12343800665965826,0.6247882617458855,0.3496149464989099,0.638103647675532
6,3.3134183697311976,-0.24009941723153722,0.47307450393099104,0.3041064695490262,0.690209274343693
6,2.7734486395549265,-0.3620547828350133,0.4887715570887343,0.2935353893751472,1.0458937548742675
2,1.1993645682569003,0.12425960454146837,0.617921099563085,0.6386892598368629,1.1930634576202699
2,-0.3463174552880275,0.6942729331439869,0.7485708244166412,0.9849101719462672,1.302100770313688
2,-1.1217325607240989,0.8993227133894982,0.5859681081894066,0.9446782536233317,1.4261087936980215
2,-1.1831201384731689,0.7762162719502584,0.5396849049389493,1.0402921246927719,1.3793863601844412
2,-1.046617860688395,0.5088531895899415,0.5102879405637862,1.172934518718701,1.1898879731605174
2,-1.0712782588123817,0.3993275812551686,0.4956880896869013,1.3635490252298041,0.865828148741393
2,-0.9534986387418904,0.21784181841148448,0.2555145836135727,1.0764275701582982,0.947134294827735
2,-1.2037432573118105,0.30288648180718225,-0.09460227322578806,0.9158641955440062,0.8770426063712166
2,-1.3180962607968927,0.3008446290697358,-0.18309938963031472,0.8221640409413254,0.7891489548200941
2,-1.5446037708064408,0.3695544921149364,0.006693798703004651,0.8000115641075674,0.9078930915628918
2,-1.5933543645963604,0.3587584986950107,0.1705111971059732,0.8196078572406928,0.9845686828708813
2,-1.539466189101501,0.24871571707599002,0.03680246894932989,0.6675585758227393,1.0463329057069104
2,-1.6203307867567263,0.20409920749028237,-0.3145408478708117,0.575612916514876,0.877275605042666
2,-1.3634954756797064,-0.016510963239216497,-0.46484200852285285,0.5424873849570497,0.6634252401072355
2,-1.5191006719219808,0.025112021480322124,-0.625667726518161,0.5265477216399198,0.6049607015836822
2,-1.5007937655444283,-0.004987699227160558,-0.6476331693016424,0.5639192040331242,0.469109807309454
2,-1.5446419670542582,-0.01500106553850653,-0.5256423990543752,0.6206654780524443,0.4738296396009923
2,-1.5067572506681652,-0.02852016926505299,-0.03897609758769558,0.9483744565643901,0.29791919668136224
2,-1.5475431026744557,0.007469093551786681,-0.013990662766429995,1.0027854709232615,0.34382682982567697
2,-1.475187458320248,-0.06805401606782915,-0.22330066558414427,0.7471187718791752,0.5670154001367842
2,-1.27205829424074,-0.15302960283517916,-0.42294802320663116,0.6514619987916209,0.7191906007406368
2,-1.275733251056672,-0.15663413470956675,-0.7479683930099223,0.2715857442894685,0.8412075643085755
2,-1.268286292337065,-0.0896971467543358,-0.7665277309104512,0.41281112832442773,0.6139251214267222
2,-1.211981300238375,-0.13078084949543953,-0.9047779438626281,0.43788577311779536,0.39911265540985297
2,-0.9885936064645438,-0.23571562165609677,-0.6582257745048193,0.7235500505024911,0.3386311806221377
2,-1.1687717504190394,-0.13359192239212175,-0.30677418631529335,1.0717177142210639,0.27109016121772034
3,-1.286273370298154,-0.15008634541594185,0.35700698463302394,1.139237865398177,0.37467243262204597
3,-1.1640916969085013,-0.39084878765648945,1.6173339608206276,0.610385043016425,0.5461242502190659
3,-1.2471415840362252,-0.39156226258305354,2.304010752516895,0.008185954352590855,0.49308193063916755
3,-1.1044544110449952,-0.4017491059106695,1.8481073182922725,-0.30034533585714585,0.0631351871552772
8,-0.8558187991847289,-0.3633480003590105,0.2445432329395062,-0.4691982262712396,-0.07022632271782425
8,0.14081385471375893,-0.7539145250128322,-0.9446166609982555,-0.6803632619097585,0.3355705392412142
8,1.8859550813665793,-1.6361567681870128,-0.5082618389471928,-0.36854148867797687,0.6323947083789906
8,2.475806254097962,-1.9633955640342522,-0.11248410370295757,-0.3102039735922766,0.9249124272074071
8,2.6998204675595217,-2.0405413770856513,0.3735553267738745,-0.2433638043233445,1.2190986444951897
8,2.385974861594455,-1.8694175259290622,0.46066937065611224,-0.4018741978096323,1.308655387212403
8,2.389797315328658,-1.9248836465646568,0.6061023689806172,-0.434884402226966,1.2936937572056146
8,2.565780439691968,-2.0787674215212824,0.6646615257643577,-0.36976500575790267,1.1546002979828152
8,2.831348542843094,-2.256221974065633,0.4760675102114479,-0.16740757861193767,1.1508645006152258
8,3.0157576691614305,-2.4357169936251495,0.30863098155341856,0.11398257638090654,1.2506889954182931
8,2.9874839419577492,-2.5182270877368116,0.06686515435190395,0.24144033455547284,1.1086197017093737
8,2.7765919430578667,-2.4343802601681905,0.146986557136081,0.3789594609073301,0.9285493932474532
2,1.6673179536138547,-1.7075383162609563,0.39829108937839636,0.8888499990000883,0.7239378646470771
2,-0.280683248950622,-0.5060541226583254,-0.07590016196141049,0.9992840831234454,0.5044917336192639
2,-0.9353013047280412,-0.12412264050650577,-0.40467448209858087,0.9187935277853421,0.4693504080689427
2,-1.1312747087004913,-0.15543689559000137,-1.1036105293937382,0.3259061807169586,0.37262516249135935
2,-0.844531356846831,-0.36811344127276613,-0.9255950742235145,0.5105226213934371,0.24412678432206908
2,-0.9557868487289259,-0.48807767009800623,-0.9640910294808331,0.26723370891289866,0.3290631699300021
2,-1.031961945066602,-0.5003688515025722,-0.851059826320207,0.28667603956997345,0.49859424684318415
2,-1.069699950502081,-0.49157560100975123,-0.7625341506793151,0.23526949030017416,0.6929123235603682
2,-1.2762124809101192,-0.35910077096291465,-0.7593573216824163,0.36520768821466726,0.5570120258479482
2,-1.21430311857964,-0.3937333581668963,-0.6194621480607707,0.5107143479993971,0.6818624603503346
2,-1.6529859829412048,-0.1133667974267025,-0.3095225417132496,1.0510714242017603,0.5639915982124286
2,-1.8685444401790507,-0.06023958230877843,0.13518701557881554,1.1430554301463098,1.008201348685526
2,-2.111257125846701,-0.030062563239104476,0.3563701279381577,1.0024812236869014,1.3556356651198627
2,-1.6992685091797453,-0.3988761775205571,0.06037242742765044,0.5598131527544931,1.3266719770182576
2,-1.7206007269079313,-0.4964985893124809,-0.30921319013403825,0.3226640445757566,1.202693939140513
2,-1.4844052056736945,-0.741858734166078,-0.7029375447045296,0.17172591576373478,0.6727818966396839
2,-1.7402139620374688,-0.7101411986432835,-0.813052887845898,0.07940210202369685,0.42136834399214634
2,-1.5772509052363095,-0.8749965726533295,-1.0822466697518882,-0.05916338318160841,0.11860543756613592
2,-1.477391735671857,-0.9103014638809159,-1.077487094948547,0.19493884467815545,-0.038406099484066064
2,-1.447195986171415,-0.8748509581095002,-0.9970777513362055,0.5397287412393947,-0.11369639864134162
2,-1.380005647504621,-0.8975373203596404,-0.7666366772938985,0.6415989439453715,0.061853195974022106
2,-1.4529686396227899,-0.8104934766832512,-0.6284503851233786,0.6997504314770916,0.20892449646912373
2,-1.7074326808459273,-0.5830353219887032,-0.6174387963244354,0.996054247964556,-0.017238158395426365
2,-1.7527163470476852,-0.4405797600083663,-0.6829160085780026,1.2902562253997316,-0.2979787759420405
2,-1.8590667264952399,-0.3638346254287196,-0.2691236073101782,1.3486348189300608,-0.10808424234023495
2,-1.6753396952319946,-0.42624567867109114,0.9516301036700785,1.5318825241055314,-0.026937159823157315
2,-1.7765605101768636,-0.37653425084973435,2.5358413070493957,1.3622984766610786,0.9271560870077621
2,-2.239009221368933,-0.011359884706577427,2.717634492326857,0.9749543633762034,1.3556249234025393
2,-1.9749031200957787,-0.013999057164622453,1.4012121061281995,0.08608014702011428,1.7453420537106272
8,-0.8297751689957421,-0.48269118104378234,-0.19719252568289888,-0.7096852522241793,1.5214721351248917
8,1.6598614069035849,-1.5580010949530974,-0.2852116825939533,-0.500283728069974,0.9422682238620683
8,3.6263390616427507,-2.2342755780077383,0.3135978951764761,0.0614578587332593,0.834666121807168
8,3.4744737670598576,-1.6927934013336012,-0.1206028422261715,-0.032080699355034915,0.6391103965818746
8,3.508763850689012,-1.2163350930530523,-0.1321339721633063,0.005921948086184698,0.7589355563263743
8,3.5219384028881793,-0.9542133343698147,0.23396193809165752,0.3686372253171466,0.7872697828340814
8,3.106906599102488,-0.6997890903660151,0.339983608578153,0.653846739820344,0.45159057577689193
6,2.5511439966682428,-0.6493447240531386,0.0672406145443877,0.6442560404571059,0.39550267698468083
6,1.9037266484964626,-0.7149512180891094,-0.01128445618798508,0.45448006588553524,0.8293249559186011
3,0.41524965232744576,-0.3343586101928704,-0.17829636488160927,0.3625226282875504,0.8589496332032363
3,-0.8515784409559017,0.025309567138634814,0.11678374797584151,0.4123685330061379,1.09667896302323
2,-1.8609660702507762,0.3487583569184295,0.10147437942348478,0.6139351795083896,0.9356768784474869
2,-1.8416275379478153,0.04381505343512506,0.4230546606768929,0.6297561054865831,1.2202149569677552
3,-1.6293593552573544,-0.2639447194669032,0.861950301475727,1.0059676694832937,0.8744032122906934
3,-1.8339410801829865,-0.3783136684567442,1.1759055449191427,0.9350650418950279,0.25913878299818077
3,-1.7165172188534341,-0.5594954427704685,1.1077565062017956,0.5985261267968022,0.39594410365681115
3,-1.912807850844366,-0.42224403622994305,0.7913038251565239,0.6894777164602814,0.36131414863428796
3,-1.817297066447813,-0.3653066436500371,0.6031284918257095,0.9502641903250406,0.9166286657964988
3,-2.060916571445473,-0.2060787347561158,0.7086075047345499,1.1040156002034662,0.8489276165364912
3,-2.100366405895844,-0.22680697405067116,0.931144264919723,1.101093535000946,0.9196092811419289
3,-2.25307117149736,-0.13630563172333907,0.8495467476132839,1.2125115277293455,1.2605691389778242
3,-2.122249732197835,-0.2065329025229817,0.9891081229750882,1.4836997092425597,1.5499391266141194
3,-1.7301380606534265,-0.4657340212718501,1.5062851361778253,1.7761305337933981,1.4346439558233792
3,-1.7557512804236581,-0.4599454332161068,2.489758279517046,2.0703115626621567,2.0468231813389917
